Catalin,10,5,10 maggio
Catello,19,1,19 gennaio
Catena,15,8,15 agosto
Caterina,25,11,25 novembre
Catherine,25,11,25 novembre
Catia,25,11,25 novembre
Cecilia,22,11,22 novembre
Celeste,2,5,02 maggio
Celeste,19,5,19 maggio
Celestino,19,5,19 maggio
Cesare,10,12,10 dicembre
Cettina,8,12,08 dicembre
Checco,4,10,04 ottobre
Chiara,11,8,11 agosto
Chicca,9,3,09 marzo
Chloe,13,2,13 febbraio
Christian,20,12,20 dicembre
Christopher,25,7,25 luglio
Ciccio,4,10,04 ottobre
Cinzia,3,2,03 febbraio
Cira,31,1,31 gennaio
Ciriaco,4,5,04 maggio
Ciro,31,1,31 gennaio
Clara,11,8,11 agosto
Claretta,11,8,11 agosto
Clarissa,11,8,11 agosto
Claudia,20,3,20 marzo
Claudio,7,7,07 luglio
Clelia,13,7,13 luglio
Clemente,23,11,23 novembre
Clementina,21,10,21 ottobre
Cleo,13,2,13 febbraio
Cleopatra,13,2,13 febbraio
Cleto,26,4,26 aprile
Cloe,13,2,13 febbraio
Clotilde,3,6,03 giugno
Concetta,8,12,08 dicembre
Concetto,8,12,08 dicembre
Cora,19,2,19 febbraio
Cornelia,31,3,31 marzo
Corrada,19,2,19 febbraio
Corrado,19,2,19 febbraio
Cosetta,1,11,01 novembre
Cosima,26,9,26 settembre
Cosimina,26,9,26 settembre
Cosimo,26,9,26 settembre
Cosma,26,9,26 settembre
Costante,12,2,12 febbraio
Costantin,21,5,21 maggio
Costantino,21,5,21 maggio
Costanza,25,2,25 febbraio
Costanzo,12,2,12 febbraio
Cristabel,24,7,24 luglio
Cristian,20,12,20 dicembre
Cristiana,20,12,20 dicembre
Cristiano,20,12,20 dicembre
Cristina,24,7,24 luglio
Cristoforo,25,7,25 luglio
Daiana,10,6,10 giugno
Dalia,29,11,29 novembre
Dalila,22,7,22 luglio
Damiana,26,9,26 settembre
Damiano,26,9,26 settembre
Dana,10,10,10 ottobre
Daniel,10,10,10 ottobre
Daniela,10,10,10 ottobre
Daniele,10,10,10 ottobre
Danila,10,10,10 ottobre
Danilo,10,10,10 ottobre
Dante,11,2,11 febbraio
Daria,25,10,25 ottobre
Dario,19,12,19 dicembre
David,29,12,29 dicembre
Davide,29,12,29 dicembre
Dayana,10,6,10 giugno
Debora,1,11,01 novembre
Deborah,1,11,01 novembre
Debra,1,11,01 novembre
Deja,1,7,01 luglio
Delia,24,4,24 aprile
Demetra,21,6,21 giugno
Demetria,21,6,21 giugno
Demetrio,10,11,10 novembre
Denis,25,4,25 aprile
Denise,15,5,15 maggio
Desideria,23,5,23 maggio
Desiderio,23,5,23 maggio
Desiré,23,5,23 maggio
Desiree,23,5,23 maggio
Desirèe,23,5,23 maggio
Diana,10,6,10 giugno
Diego,12,11,12 novembre
Dila,12,12,12 dicembre
Diletta,8,5,08 maggio
Dina,30,9,30 settembre
Diomira,25,7,25 luglio
Dionigi,25,4,25 aprile
Dolores,15,9,15 settembre
Domenica,8,8,08 agosto
Domenico,8,8,08 agosto
Dominique,8,8,08 agosto
Donata,31,12,31 dicembre
Donatella,31,12,31 dicembre
Donato,22,10,22 ottobre
Donika,8,8,08 agosto
Dora,15,9,15 settembre
Doriana,8,3,08 marzo
Doriano,9,11,09 novembre
Dorina,15,9,15 settembre
Dorotea,6,2,06 febbraio
Doroteo,28,2,28 febbraio
Edgardo,8,7,08 luglio
Edi,8,7,08 luglio
Edmondo,20,11,20 novembre
Edna,20,7,20 luglio
Edoardo,5,1,05 gennaio
Eduardo,5,1,05 gennaio
Edwin,20,7,20 luglio
Egidia,1,9,01 settembre
Egidio,1,9,01 settembre
Egle,4,4,04 aprile
Elda,4,2,04 febbraio
Elena,18,8,18 agosto
Eleonora,21,2,21 febbraio
Elettra,14,10,14 ottobre
Elia,20,7,20 luglio
Eliana,18,8,18 agosto
Elimena,18,8,18 agosto
Elio,19,9,19 settembre
Elisa,23,9,23 settembre
Elisabetta,23,9,23 settembre
Elita,15,9,15 settembre
Ellis,20,7,20 luglio
Elly,19,11,19 novembre
Elsa,23,9,23 settembre
Elvira,16,7,16 luglio
Emanuel,26,3,26 marzo
Emanuela,26,3,26 marzo
Emanuele,26,3,26 marzo
Emilia,2,6,02 giugno
Emiliana,5,1,05 gennaio
Emiliano,6,12,06 dicembre
Emilio,28,5,28 maggio
Emma,29,6,29 giugno
Enea,15,11,15 novembre
Ennio,15,11,15 novembre
Enrica,13,7,13 luglio
Enrico,13,7,13 luglio
Enza,28,6,28 giugno
Enzo,22,1,22 gennaio
Ercole,12,8,12 agosto
Eric,18,5,18 maggio
Erica,18,5,18 maggio
Erick,18,5,18 maggio
Erik,18,5,18 maggio
Erika,18,5,18 maggio
Ermanno,7,4,07 aprile
Ermelinda,29,11,29 novembre
Ermes,28,8,28 agosto
Ermete,28,8,28 agosto
Erminia,25,8,25 agosto
Erminio,25,4,25 aprile
Ernesta,22,11,22 novembre
Ernestina,22,11,22 novembre
Ernesto,7,11,07 novembre
Eros,24,6,24 giugno
Ersilia,11,8,11 agosto
Ester,1,7,01 luglio
Esther,1,7,01 luglio
Ettore,20,6,20 giugno
Eufrasia,13,3,13 marzo
Eugenia,25,12,25 dicembre
Eugenio,13,7,13 luglio
Eupremio,21,8,21 agosto
Eusebio,17,8,17 agosto
Eva,24,12,24 dicembre
Evelina,2,12,02 dicembre
Evita,2,2,02 febbraio
Ezio,6,3,06 marzo
Fabia,11,5,11 maggio
Fabiana,20,1,20 gennaio
Fabio,11,5,11 maggio
Fabiola,27,12,27 dicembre
Fabrizia,22,8,22 agosto
Fabrizio,22,8,22 agosto
Fausto,19,11,19 novembre
Fedele,22,8,22 agosto
Federica,18,7,18 luglio
Federico,18,7,18 luglio
Fedora,11,9,11 settembre
Felice,14,1,14 gennaio
Felicia,14,1,14 gennaio
Felicita,14,1,14 gennaio
Ferdinando,30,5,30 maggio
Fernanda,30,5,30 maggio
Fernando,30,5,30 maggio
Ferruccio,16,6,16 giugno
Filippo,26,5,26 maggio
Filomena,5,7,05 luglio
Fiore,31,12,31 dicembre
Fiorella,27,10,27 ottobre
Fiorello,31,12,31 dicembre
Fiorentino,31,12,31 dicembre
Fiorenza,1,12,01 dicembre
Fiorenzo,17,10,17 ottobre
Fiorina,27,10,27 ottobre
Flavia,7,5,07 maggio
Flaviana,7,5,07 maggio
Flavio,22,6,22 giugno
Flora,24,11,24 novembre
Florence,10,11,10 novembre
Floriana,9,7,09 luglio
Floriano,4,5,04 maggio
Florinda,24,11,24 novembre
Folco,26,10,26 ottobre
Fortunato,14,5,14 maggio
Fosca,13,10,13 ottobre
Franca,9,3,09 marzo
Francesca,9,3,09 marzo
Francesco,4,10,04 ottobre
Franchino,4,10,04 ottobre
Franco,4,10,04 ottobre
Fulvia,5,5,05 maggio
Fulvio,5,5,05 maggio
Gabriela,29,9,29 settembre
Gabriele,29,9,29 settembre
Gabriella,29,9,29 settembre
Gabry,29,9,29 settembre
Gaetana,7,8,07 agosto
Gaetano,7,8,07 agosto
Gaia,22,4,22 aprile
Gaspare,6,1,06 gennaio
Gastone,6,2,06 febbraio
Gelsomina,7,12,07 dicembre
Gemma,11,4,11 aprile
Gennaro,19,9,19 settembre
Genni,19,9,19 settembre
Genoveffa,3,1,03 gennaio
Gerarda,13,10,13 ottobre
Gerardo,30,10,30 ottobre
Germana,22,7,22 luglio
Germano,30,10,30 ottobre
Gervaso,18,6,18 giugno
Gessica,4,11,04 novembre
Ghita,22,2,22 febbraio
Giacinta,30,1,30 gennaio
Giacinto,11,9,11 settembre
Giacobbe,15,7,15 luglio
Giacoma,25,7,25 luglio
Giacomina,25,7,25 luglio
Giacomo,25,7,25 luglio
Giada,10,9,10 settembre
Giadero,10,9,10 settembre
Gianna,24,6,24 giugno
Giannandrea,18,3,18 marzo
Giannetto,24,6,24 giugno
Gianni,24,6,24 giugno
Gigi,21,6,21 giugno
Gigliola,8,9,08 settembre
Gilberto,4,2,04 febbraio
Gilda,29,1,29 gennaio
Gildo,29,1,29 gennaio
Gina,21,6,21 giugno
Ginevra,3,1,03 gennaio
Gino,21,6,21 giugno
Gioacchino,26,7,26 luglio
Gioele,19,10,19 ottobre
Giona,21,9,21 settembre
Giordana,17,11,17 novembre
Giordano,17,11,17 novembre
Giorgia,23,4,23 aprile
Giorgio,23,4,23 aprile
Giosuè¨,1,9,01 settembre
Giovanna,24,6,24 giugno
Giovanni,24,6,24 giugno
Giovannina,24,6,24 giugno
Giovannino,24,6,24 giugno
Girolamo,30,9,30 settembre
Giuditta,6,5,06 maggio
Giulia,22,5,22 maggio
Giuliana,16,2,16 febbraio
Giuliano,27,1,27 gennaio
Giulio,12,4,12 aprile
Giuseppa,19,3,19 marzo
Giuseppe,19,3,19 marzo
Giuseppina,19,3,19 marzo
Giusi,19,3,19 marzo
Giustino,1,6,01 giugno
Giusy,19,3,19 marzo
Glauco,24,10,24 ottobre
Gloria,11,3,11 marzo
Goffredo,8,11,08 novembre
Grazia,2,7,02 luglio
Graziana,2,7,02 luglio
Graziano,1,6,01 giugno
Graziella,2,7,02 luglio
Gregorio,3,9,03 settembre
Gregory,3,9,03 settembre
Greta,22,2,22 febbraio
Gualtiero,5,6,05 giugno
Guendalina,4,10,04 ottobre
Guerrino,6,2,06 febbraio
Guglielmo,10,2,10 febbraio
Guido,5,11,05 novembre
Gustavo,27,11,27 novembre
Hermes,28,8,28 agosto
Homer,20,11,20 novembre
Ian,24,6,24 giugno
Ibra,9,10,09 ottobre
Ibrahim,9,10,09 ottobre
Ida,13,4,13 aprile
Ignazio,31,7,31 luglio
Igor,5,6,05 giugno
Ilaria,3,12,03 dicembre
Ilario,13,1,13 gennaio
Ileana,18,8,18 agosto
Ilenia,18,8,18 agosto
Imma,8,12,08 dicembre
Immacolata,8,12,08 dicembre
Ina,29,4,29 aprile
Ines,21,1,21 gennaio
Ioan,24,6,24 giugno
Ioana,24,6,24 giugno
Iolanda,28,12,28 dicembre
Iole,28,12,28 dicembre
Ippolito,13,8,13 agosto
Irene,5,4,05 aprile
Irina,5,4,05 aprile
Irma,24,12,24 dicembre
Isa,22,2,22 febbraio
Isabel,22,2,22 febbraio
Isabella,22,2,22 febbraio
Isacco,11,4,11 aprile
Isadora,17,4,17 aprile
Isidora,17,4,17 aprile
Isidoro,15,5,15 maggio
Italia,26,7,26 luglio
Italo,19,8,19 agosto
Ivan,24,6,24 giugno
Ivana,24,6,24 giugno
Ivano,24,6,24 giugno
Ivonne,24,6,24 giugno
Jacques,25,7,25 luglio
Jaime,25,7,25 luglio
Jaimes,25,7,25 luglio
James,25,7,25 luglio
Jasmin,7,12,07 dicembre
Jasmine,7,12,07 dicembre
Jennifer,3,1,03 gennaio
Jenny,3,1,03 gennaio
Jerome,30,9,30 settembre
Jérome ,30,9,30 settembre
Jessica,4,11,04 novembre
Jimmy,25,7,25 luglio
Joe,19,3,19 marzo
Johana,24,6,24 giugno
Johanna,24,6,24 giugno
John,24,6,24 giugno
Johnny,24,6,24 giugno
Jolanda,28,12,28 dicembre
Jole,28,12,28 dicembre
Jon,24,6,24 giugno
Jonathan,21,9,21 settembre
Jonny,24,6,24 giugno
Jordan,17,11,17 novembre
Jose,19,3,19 marzo
Joseph,19,3,19 marzo
Josephine,19,3,19 marzo
Joshua,1,9,01 settembre
Justin,1,6,01 giugno
Justyna,1,6,01 giugno
Karen,29,4,29 aprile
Karina,29,4,29 aprile
Katalin,29,4,29 aprile
Katia,29,4,29 aprile
Katrine,29,4,29 aprile
Ketty,29,4,29 aprile
Kevin,3,6,03 giugno
Kikka,4,10,04 ottobre
Kveta,24,10,24 ottobre
Laila,5,3,05 marzo
Lamberto,17,9,17 settembre
Lapo,13,4,13 aprile
Lara,19,10,19 ottobre
Lara,26,3,26 marzo
Laura,19,10,19 ottobre
Lauro,18,8,18 agosto
Lavinia,1,11,01 novembre
Lea,6,11,06 novembre
Leandro,13,3,13 marzo
Leila,5,3,05 marzo
Lele,29,9,29 settembre
Lella,29,9,29 settembre
Lena,22,7,22 luglio
Leo,6,11,06 novembre
Leonarda,6,11,06 novembre
Leonardo,6,11,06 novembre
Leonida,22,4,22 aprile
Leopolda,15,11,15 novembre
Leopoldo,15,11,15 novembre
Letizia,9,7,09 luglio
Lia,1,6,01 giugno
Liam,10,2,10 febbraio
Liborio,9,4,09 aprile
Licia,15,3,15 marzo
Lidia,20,5,20 maggio
Lilia,14,2,14 febbraio
Liliana,14,2,14 febbraio
Lilli,14,2,14 febbraio
Lily,14,2,14 febbraio
Lina,23,9,23 settembre
Linda,22,1,22 gennaio
Lino,23,9,23 settembre
Lisa,26,6,26 giugno
Livia,23,2,23 febbraio
Liviana,23,2,23 febbraio
Liviano,23,2,23 febbraio
Livio,23,2,23 febbraio
Loredana,10,12,10 dicembre
Lorella,8,10,08 ottobre
Lorena,8,10,08 ottobre
Lorenza,8,10,08 ottobre
Lorenzo,10,8,10 agosto
Loreta,10,12,10 dicembre
Loretana,10,12,10 dicembre
Loretta,2,2,02 febbraio
Lori,8,10,08 ottobre
Loris,10,8,10 agosto
Luana,25,6,25 giugno
Luca,18,10,18 ottobre
Lucia,13,12,13 dicembre
Lucian,7,1,07 gennaio
Luciana,30,6,30 giugno
Luciano,7,1,07 gennaio
Lucilla,29,7,29 luglio
Lucio,4,3,04 marzo
Lucrezia,15,3,15 marzo
Lucy,13,12,13 dicembre
Ludovica,31,1,31 gennaio
Ludovico,25,8,25 agosto
Luigi,21,6,21 giugno
Luigia,17,10,17 ottobre
Luigina,17,10,17 ottobre
Luisa,15,3,15 marzo
Luisella,15,3,15 marzo
Luminita,2,2,02 febbraio
Lycia,15,3,15 marzo
Lyuba,1,8,01 agosto
Madalena,22,7,22 luglio
Maddalena,22,7,22 luglio
Maddi,22,7,22 luglio
Madine,17,1,17 gennaio
Mafalda,7,8,07 agosto
Magdalena,22,7,22 luglio
Maila,5,4,05 aprile
Malia,24,5,24 maggio
Manfredi,27,1,27 gennaio
Manfredo,27,1,27 gennaio
Manila,28,9,28 settembre
Manolo,26,3,26 marzo
Manu,26,3,26 marzo
Manuel,26,3,26 marzo
Manuela,26,3,26 marzo
Manuele,26,3,26 marzo
Mara,7,11,07 novembre
Marcella,31,1,31 gennaio
Marcello,16,1,16 gennaio
Marco,25,4,25 aprile
Margherita,22,2,22 febbraio
Margrite,22,2,22 febbraio
Maria,12,9,12 settembre
Marianna,9,7,09 luglio
Mariano,1,1,01 gennaio
Marica,12,9,12 settembre
Mariella,12,9,12 settembre
Marieta,12,9,12 settembre
Marietta,12,9,12 settembre
Marika,12,9,12 settembre
Marilena,22,7,22 luglio
Marilina,22,7,22 luglio
Marilù,30,11,30 novembre
Marina,18,6,18 giugno
Marinella,18,6,18 giugno
Marino,3,9,03 settembre
Mario,19,1,19 gennaio
Mariolina,12,9,12 settembre
Marisa,17,10,17 ottobre
Maristella,1,8,01 agosto
Mark,25,4,25 aprile
Marta,29,7,29 luglio
Martin,11,11,11 novembre
Martina,30,1,30 gennaio
Martino,11,11,11 novembre
Maruska,12,9,12 settembre
Mary,12,9,12 settembre
Marzia,21,6,21 giugno
Massimiliano,14,8,14 agosto
Massimo,29,5,29 maggio
Matilda,14,3,14 marzo
Matilde,14,3,14 marzo
Matteo,21,9,21 settembre
Matthias,14,5,14 maggio
Mattia,14,5,14 maggio
Maura,13,2,13 febbraio
Maurilia,13,2,13 febbraio
Maurizia,22,9,22 settembre
Maurizio,22,9,22 settembre
Mauro,15,1,15 gennaio
Max,29,5,29 maggio
Maximiliano,14,8,14 agosto
Maya,1,5,01 maggio
Medea,1,11,01 novembre
Melania,31,12,31 dicembre
Melina,16,7,16 luglio
Melinda,29,11,29 novembre
Melissa,1,4,01 aprile
Mercedes,24,9,24 settembre
Mercurio,25,4,25 aprile
Mia,12,9,12 settembre
Michel,29,9,29 settembre
Michela,29,9,29 settembre
Michelangelo,29,9,29 settembre
Michele,29,9,29 settembre
Michelina,29,9,29 settembre
Michelle,29,9,29 settembre
Milena,23,2,23 febbraio
Milli,3,3,03 marzo
Milly,3,3,03 marzo
Milo,23,2,23 febbraio
Mimina,26,9,26 settembre
Mimino,26,9,26 settembre
Mimma,8,8,08 agosto
Mimmo,8,8,08 agosto
Mina,26,9,26 settembre
Mino,26,9,26 settembre
Mirabelle,13,8,13 agosto
Miranda,11,5,11 maggio
Mirco,23,8,23 agosto
Mirella,21,9,21 settembre
Miriam,12,9,12 settembre
Miriana,2,4,02 aprile
Mirko,23,8,23 agosto
Mirna,8,12,08 dicembre
Mirta,8,12,08 dicembre
Moana,4,9,04 settembre
Moira,12,9,12 settembre
Monia,27,8,27 agosto
Monica,27,8,27 agosto
Morena,15,1,15 gennaio
Moreno,15,1,15 gennaio
Morgan,28,12,28 dicembre
Morgana,28,12,28 dicembre
Mosè,4,9,04 settembre
Myriam,12,9,12 settembre
Myrta,8,12,08 dicembre
Nadia,17,1,17 gennaio
Nadine,17,1,17 gennaio
Nancy,26,7,26 luglio
Nando,30,5,30 maggio
Nanni,24,6,24 giugno
Naomi,14,12,14 dicembre
Napo,15,8,15 agosto
Napoleone,15,8,15 agosto
Natale,25,12,25 dicembre
Natalia,27,7,27 luglio
Natalina,27,7,27 luglio
Natalino,13,5,13 maggio
Natalizia,13,5,13 maggio
Natalizio,13,5,13 maggio
Natan,24,8,24 agosto
Natascha,27,7,27 luglio
Natascia,27,7,27 luglio
Natasckia,27,7,27 luglio
Natassia,27,7,27 luglio
Nathalie,27,7,27 luglio
Nathan,24,8,24 agosto
Nazareno,28,7,28 luglio
Nazario,28,7,28 luglio
Nazzareno,28,7,28 luglio
Neil,20,7,20 luglio
Nelson,3,2,03 febbraio
Nestore,26,2,26 febbraio
Niccolò,13,11,13 novembre
Nicholas,6,12,06 dicembre
Nicla,6,12,06 dicembre
Nico,6,12,06 dicembre
Nicol,6,12,06 dicembre
Nicola,6,12,06 dicembre
Nicolas,6,12,06 dicembre
Nicole,6,12,06 dicembre
Nicoleta,6,12,06 dicembre
Nicoletta,6,12,06 dicembre
Nicolò,13,11,13 novembre
Nicolò,13,11,13 novembre
Nino,24,6,24 giugno
Noa,18,11,18 novembre
Noah,18,11,18 novembre
Noè,18,11,18 novembre
Noemi,14,12,14 dicembre
Nora,21,2,21 febbraio
Norberto,6,6,06 giugno
Norman,6,6,06 giugno
Nunzia,25,3,25 marzo
Nunzio,5,5,05 maggio
Oana,24,1,24 gennaio
Oceano,4,9,04 settembre
Oksana,24,1,24 gennaio
Olga,11,7,11 luglio
Olimpia,27,12,27 dicembre
Olivia,10,6,10 giugno
Olivio,23,2,23 febbraio
Omar,9,9,09 settembre
Ombretta,1,11,01 novembre
Omer,20,11,20 novembre
Onofrio,12,6,12 giugno
Orazio,2,6,02 giugno
Oreste,9,11,09 novembre
Orietta,20,5,20 maggio
Orlando,15,9,15 settembre
Ornella,31,3,31 marzo
Oronzo,26,8,26 agosto
Orsola,21,10,21 ottobre
Orsolina,21,10,21 ottobre
Oscar,24,3,24 marzo
Osvalda,5,8,05 agosto
Osvaldo,5,8,05 agosto
Othmar,23,11,23 novembre
Ottavia,20,11,20 novembre
Ottavio,20,11,20 novembre
Ovidio,3,6,03 giugno
Oxana,24,1,24 gennaio
Paco,24,6,24 giugno
Pamela,1,5,01 maggio
Paola,26,1,26 gennaio
Paolo,29,6,29 giugno
Paride,3,8,03 agosto
Pasqua,17,5,17 maggio
Pasquale,17,5,17 maggio
Pasqualilia,17,5,17 maggio
Pasqualina,17,5,17 maggio
Pasquina,17,5,17 maggio
Patricia,13,3,13 marzo
Patrizia,13,3,13 marzo
Patrizio,17,3,17 marzo
Patty,13,3,13 marzo
Paula,26,1,26 gennaio
Peppe,19,3,19 marzo
Perla,22,2,22 febbraio
Peter,29,6,29 giugno
Petronilla,31,5,31 maggio
Pia,19,1,19 gennaio
Pier,29,6,29 giugno
Piera,29,6,29 giugno
Pierina,29,6,29 giugno
Pierino,29,6,29 giugno
Piero,29,6,29 giugno
Pierre,29,6,29 giugno
Pietra,29,6,29 giugno
Pietrina,29,6,29 giugno
Pietro,29,6,29 giugno
Pina,19,3,19 marzo
Pino,19,3,19 marzo
Pinuccia,19,3,19 marzo
Pinuccio,19,3,19 marzo
Pio,23,9,23 settembre
Primaldo,14,8,14 agosto
Primo,9,6,09 giugno
Principia,1,11,01 novembre
Priscilla,16,1,16 gennaio
Procolo,14,4,14 aprile
Prospero,25,6,25 giugno
Quiliano,19,3,19 marzo
Rachele,30,9,30 settembre
Raffaele,29,9,29 settembre
Raffaella,29,9,29 settembre
Raffaello,29,9,29 settembre
Rafik,1,11,01 novembre
Rafika,1,11,01 novembre
Raimondo,31,8,31 agosto
Ramino,31,8,31 agosto
Ramona,31,8,31 agosto
Ranieri,30,12,30 dicembre
Raul,21,6,21 giugno
Reana,9,9,09 settembre
Rebecca,9,3,09 marzo
Regina,7,9,07 settembre
Remigio,13,1,13 gennaio
Remo,22,12,22 dicembre
Renata,12,11,12 novembre
Renato,6,10,06 ottobre
Renzo,10,8,10 agosto
Riccardo,7,2,07 febbraio
Richard,7,2,07 febbraio
Rina,29,4,29 aprile
Rino,7,10,07 ottobre
Rita,22,5,22 maggio
Roberta,17,9,17 settembre
Roberto,17,9,17 settembre
Rocco,16,8,16 agosto
Rodolfo,26,6,26 giugno
Rodrigo,13,3,13 marzo
Romano,23,2,23 febbraio
Romeo,25,2,25 febbraio
Romilda,29,9,29 settembre
Romina,23,2,23 febbraio
Romolo,6,7,06 luglio
Romualdo,19,6,19 giugno
Rosa,23,8,23 agosto
Rosalba,23,8,23 agosto
Rosalia,4,9,04 settembre
Rosangela,4,9,04 settembre
Rosanna,23,8,23 agosto
Rosaria,7,10,07 ottobre
Rosario,7,10,07 ottobre
Rosita,23,8,23 agosto
Rosj,23,8,23 agosto
Rossana,15,6,15 giugno
Rossella,23,8,23 agosto
Rosy,23,8,23 agosto
Roxana,15,6,15 giugno
Ruggero,30,12,30 dicembre
Ruska,12,9,12 settembre
Sabatino,2,2,02 febbraio
Sabato,2,2,02 febbraio
Sabina,29,8,29 agosto
Sabrina,29,1,29 gennaio
Sabrine,29,1,29 gennaio
Salvatore,6,8,06 agosto
Salvo,10,9,10 settembre
Samanta,19,12,19 dicembre
Samantha,19,12,19 dicembre
Samira,16,12,16 dicembre
Samuel,20,8,20 agosto
Samuele,20,8,20 agosto
Sandra,26,8,26 agosto
Sandrina,26,8,26 agosto
Sandrino,26,8,26 agosto
Sandro,26,8,26 agosto
Santa,23,6,23 giugno
Sante,14,8,14 agosto
Santiago,25,7,25 luglio
Santina,23,6,23 giugno
Santo,14,8,14 agosto
Santovito,15,6,15 giugno
Sara,20,4,20 aprile
Sarah,20,4,20 aprile
Saria,7,10,07 ottobre
Saro,7,10,07 ottobre
Saul,29,6,29 giugno
Saulle,29,6,29 giugno
Sauro,1,11,01 novembre
Saverio,3,12,03 dicembre
Scilla,16,1,16 gennaio
Scipione,4,9,04 settembre
Scolastica,10,2,10 febbraio
Sebastiano,20,1,20 gennaio
Sebastien,20,1,20 gennaio
Selene,2,4,02 aprile
